customer_id,consent_id,created_datetime,month,adr_provider,data_holder,product_type,data_cluster_requested,customer_segment,channel,device,authentication_method,redirect_type,otp_sent,otp_success,consent_status,drop_off_stage,session_duration_seconds,completion_time_seconds,completed_datetime,consent_duration_days,cdr_standard_version,error_reason
101179,CONS-2025-001179,2025-08-14 18:42:00,2025-08,Regional Australia Bank,Suncorp Bank,Savings Account,Accounts + Balances,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,187,124,2025-08-14 18:44:04,90,v1.28,
101180,CONS-2025-001180,2025-05-31 14:09:00,2025-05,Adatree,NAB,Personal Loan,Accounts + Balances,Retail,Third-Party App,Android,Biometric,OAuth Redirect,Y,Y,Completed,Completed,311,302,2025-05-31 14:14:02,365,v1.28,
101181,CONS-2025-001181,2025-11-21 13:12:00,2025-11,illion,Bendigo Bank,Savings Account,Loans + Repayments,Retail,Mobile App,iOS,Password,App-to-App,Y,N,Abandoned,OTP,122,,,365,v1.28,OTP not received
101182,CONS-2025-001182,2025-11-05 04:22:00,2025-11,Adatree,NAB,Savings Account,Accounts + Transactions,Retail,Third-Party App,iOS,Password,App-to-App,Y,Y,Completed,Completed,277,203,2025-11-05 04:25:23,180,v1.26,
101183,CONS-2025-001183,2025-01-01 20:32:00,2025-01,Yodlee,ING,Savings Account,Full Banking Data,Retail,Third-Party App,iOS,Password,App-to-App,Y,Y,Abandoned,Consent Confirmation,31,,,365,v1.26,Navigation error
101184,CONS-2025-001184,2025-12-07 16:32:00,2025-12,NextGen,ANZ,Credit Card,Full Banking Data,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,99,60,2025-12-07 16:33:00,180,v1.27,
101185,CONS-2025-001185,2025-07-06 10:12:00,2025-07,Ezidox,ANZ,Personal Loan,Accounts + Transactions,Retail,Mobile App,iOS,Biometric,QR Web-to-App,Y,N,Abandoned,OTP,405,,,180,v1.28,OTP incorrect
101186,CONS-2025-001186,2025-06-25 02:18:00,2025-06,Intuit,Macquarie,Business Account,Accounts + Balances,Retail,Third-Party App,Android,Password,App-to-App,Y,Y,Completed,Completed,132,129,2025-06-25 02:20:09,365,v1.27,
101187,CONS-2025-001187,2025-08-17 15:10:00,2025-08,Adatree,ING,Personal Loan,Accounts + Transactions,Retail,Web,Desktop,Biometric,App-to-App,Y,Y,Completed,Completed,159,124,2025-08-17 15:12:04,365,v1.26,
101188,CONS-2025-001188,2025-03-11 16:53:00,2025-03,Yodlee,CBA,Transaction Account,Full Banking Data,High Net Worth,Mobile App,iOS,Biometric,App-to-App,Y,Y,Abandoned,Consent Confirmation,340,,,365,v1.27,Navigation error
101189,CONS-2025-001189,2025-11-17 03:20:00,2025-11,Regional Australia Bank,Suncorp Bank,Savings Account,Accounts + Balances,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,143,96,2025-11-17 03:21:36,180,v1.28,
101190,CONS-2025-001190,2025-10-09 17:03:00,2025-10,illion,Westpac,Savings Account,Full Banking Data,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,182,151,2025-10-09 17:05:31,365,v1.26,
101191,CONS-2025-001191,2025-09-30 15:55:00,2025-09,NextGen,Westpac,Transaction Account,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,195,144,2025-09-30 15:57:24,365,v1.28,
101192,CONS-2025-001192,2025-04-07 20:46:00,2025-04,Intuit,Macquarie,Savings Account,Accounts + Balances,Small Business,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,150,124,2025-04-07 20:48:04,180,v1.26,
101193,CONS-2025-001193,2025-11-12 16:23:00,2025-11,Adatree,Suncorp Bank,Home Loan,Loans + Repayments,Retail,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,278,270,2025-11-12 16:27:30,365,v1.28,
101194,CONS-2025-001194,2025-06-17 01:08:00,2025-06,Cuscal,Bank Australia,Credit Card,Cards + Transactions,Retail,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,119,100,2025-06-17 01:09:40,180,v1.28,
101195,CONS-2025-001195,2025-05-23 00:04:00,2025-05,NextGen,NAB,Transaction Account,Accounts + Balances,Retail,Web,Desktop,Biometric,App-to-App,Y,Y,Completed,Completed,298,201,2025-05-23 00:07:21,180,v1.26,
101196,CONS-2025-001196,2025-09-08 04:29:00,2025-09,Cuscal,Westpac,Transaction Account,Accounts + Balances,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,262,179,2025-09-08 04:31:59,365,v1.27,
101197,CONS-2025-001197,2025-10-27 19:38:00,2025-10,Regional Australia Bank,Suncorp Bank,Credit Card,Full Banking Data,Retail,Mobile App,iOS,Biometric,App-to-App,Y,Y,Expired,Consent Review,813,,,365,v1.26,Consent expired
101198,CONS-2025-001198,2025-04-21 14:43:00,2025-04,Basiq,ANZ,Credit Card,Full Banking Data,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,404,303,2025-04-21 14:48:03,90,v1.26,
101199,CONS-2025-001199,2025-11-25 02:41:00,2025-11,Ezidox,NAB,Savings Account,Accounts + Transactions,Retail,Third-Party App,iOS,Biometric,OAuth Redirect,Y,Y,Completed,Completed,246,167,2025-11-25 02:43:47,365,v1.27,
101200,CONS-2025-001200,2025-01-31 09:01:00,2025-01,Frollo,Bank Australia,Business Account,Full Banking Data,High Net Worth,Web,Desktop,Biometric,QR Web-to-App,Y,Y,Expired,Consent Review,270,,,180,v1.28,Consent expired
101201,CONS-2025-001201,2025-12-31 11:40:00,2025-12,NextGen,CBA,Credit Card,Accounts + Balances,Small Business,Mobile App,Android,Password,App-to-App,Y,Y,Expired,Consent Review,217,,,365,v1.28,Consent expired
101202,CONS-2025-001202,2025-05-18 06:37:00,2025-05,Intuit,Macquarie,Transaction Account,Full Banking Data,Small Business,Third-Party App,iOS,Password,App-to-App,Y,Y,Expired,Consent Review,306,,,365,v1.27,Consent expired
101203,CONS-2025-001203,2025-11-30 03:39:00,2025-11,Basiq,CBA,Credit Card,Accounts + Balances,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,149,143,2025-11-30 03:41:23,90,v1.28,
101204,CONS-2025-001204,2025-03-26 05:55:00,2025-03,Adatree,Westpac,Home Loan,Cards + Transactions,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,151,140,2025-03-26 05:57:20,365,v1.28,
101205,CONS-2025-001205,2025-07-06 21:28:00,2025-07,Cuscal,Macquarie,Credit Card,Accounts + Balances,Retail,Mobile App,iOS,Biometric,App-to-App,Y,Y,Completed,Completed,131,124,2025-07-06 21:30:04,365,v1.26,
101206,CONS-2025-001206,2025-04-03 03:50:00,2025-04,Basiq,Suncorp Bank,Transaction Account,Accounts + Transactions,Retail,Web,Desktop,Biometric,OAuth Redirect,Y,Y,Completed,Completed,379,269,2025-04-03 03:54:29,365,v1.27,
101207,CONS-2025-001207,2025-06-14 09:27:00,2025-06,Frollo,ANZ,Home Loan,Accounts + Balances,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,192,141,2025-06-14 09:29:21,90,v1.27,
101208,CONS-2025-001208,2025-08-21 21:15:00,2025-08,Ezidox,Westpac,Home Loan,Accounts + Balances,High Net Worth,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,211,128,2025-08-21 21:17:08,180,v1.28,
101209,CONS-2025-001209,2025-05-19 20:16:00,2025-05,Intuit,Macquarie,Transaction Account,Accounts + Transactions,Small Business,Web,Desktop,Biometric,App-to-App,Y,Y,Completed,Completed,172,89,2025-05-19 20:17:29,180,v1.28,
101210,CONS-2025-001210,2025-07-24 06:49:00,2025-07,Cuscal,CBA,Credit Card,Full Banking Data,Small Business,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,266,157,2025-07-24 06:51:37,365,v1.27,
101211,CONS-2025-001211,2025-08-23 01:29:00,2025-08,Intuit,Suncorp Bank,Savings Account,Full Banking Data,Small Business,Third-Party App,iOS,Biometric,OAuth Redirect,Y,Y,Abandoned,Consent Confirmation,798,,,365,v1.27,Consent scope confusion
101212,CONS-2025-001212,2025-11-30 10:17:00,2025-11,Regional Australia Bank,CBA,Business Account,Accounts + Transactions,Retail,Third-Party App,iOS,Biometric,OAuth Redirect,Y,Y,Abandoned,Consent Review,389,,,90,v1.26,Session timeout
101213,CONS-2025-001213,2025-06-28 02:02:00,2025-06,Basiq,NAB,Savings Account,Full Banking Data,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,180,86,2025-06-28 02:03:26,365,v1.26,
101214,CONS-2025-001214,2025-09-03 02:15:00,2025-09,Regional Australia Bank,NAB,Business Account,Accounts + Balances,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,231,200,2025-09-03 02:18:20,90,v1.26,
101215,CONS-2025-001215,2025-08-13 20:42:00,2025-08,Frollo,CBA,Savings Account,Full Banking Data,Retail,Web,Desktop,Password,App-to-App,Y,Y,Abandoned,Account Selection,195,,,90,v1.27,Session timeout
101216,CONS-2025-001216,2025-07-04 02:00:00,2025-07,Regional Australia Bank,Westpac,Transaction Account,Accounts + Transactions,Retail,Mobile App,Android,Biometric,OAuth Redirect,Y,Y,Completed,Completed,225,128,2025-07-04 02:02:08,365,v1.27,
101217,CONS-2025-001217,2025-01-22 03:44:00,2025-01,illion,ANZ,Credit Card,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,227,209,2025-01-22 03:47:29,180,v1.28,
101218,CONS-2025-001218,2025-09-01 20:11:00,2025-09,illion,Macquarie,Personal Loan,Accounts + Transactions,Small Business,Mobile App,iOS,Biometric,App-to-App,Y,Y,Completed,Completed,100,95,2025-09-01 20:12:35,365,v1.28,
101219,CONS-2025-001219,2025-12-24 09:56:00,2025-12,Basiq,CBA,Personal Loan,Full Banking Data,Retail,Web,Desktop,Biometric,App-to-App,Y,N,Abandoned,OTP,270,,,180,v1.28,OTP timeout
101220,CONS-2025-001220,2025-05-12 02:20:00,2025-05,Basiq,NAB,Personal Loan,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,263,155,2025-05-12 02:22:35,180,v1.27,
101221,CONS-2025-001221,2025-12-13 22:01:00,2025-12,illion,Macquarie,Home Loan,Full Banking Data,Retail,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,236,181,2025-12-13 22:04:01,180,v1.28,
101222,CONS-2025-001222,2025-06-10 08:09:00,2025-06,illion,Macquarie,Credit Card,Cards + Transactions,Retail,Mobile App,iOS,Biometric,OAuth Redirect,Y,Y,Completed,Completed,296,264,2025-06-10 08:13:24,365,v1.28,
101223,CONS-2025-001223,2025-06-23 00:25:00,2025-06,Basiq,Macquarie,Credit Card,Full Banking Data,Retail,Mobile App,iOS,Biometric,OAuth Redirect,Y,Y,Completed,Completed,287,201,2025-06-23 00:28:21,90,v1.26,
101224,CONS-2025-001224,2025-10-01 13:15:00,2025-10,Cuscal,Westpac,Home Loan,Full Banking Data,Retail,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,199,128,2025-10-01 13:17:08,365,v1.28,
101225,CONS-2025-001225,2025-12-20 02:31:00,2025-12,NextGen,CBA,Savings Account,Full Banking Data,Retail,Third-Party App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,331,229,2025-12-20 02:34:49,180,v1.27,
101226,CONS-2025-001226,2025-08-29 15:54:00,2025-08,Intuit,ANZ,Home Loan,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,427,315,2025-08-29 15:59:15,365,v1.27,
101227,CONS-2025-001227,2025-05-22 12:47:00,2025-05,Ezidox,Westpac,Transaction Account,Accounts + Transactions,Retail,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,261,232,2025-05-22 12:50:52,90,v1.28,
101228,CONS-2025-001228,2025-03-05 06:44:00,2025-03,Cuscal,Bendigo Bank,Home Loan,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,245,232,2025-03-05 06:47:52,90,v1.28,
101229,CONS-2025-001229,2025-12-07 08:52:00,2025-12,Yodlee,NAB,Transaction Account,Full Banking Data,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,N,Abandoned,OTP,161,,,365,v1.28,OTP not received
101230,CONS-2025-001230,2025-11-02 06:03:00,2025-11,Basiq,Westpac,Transaction Account,Accounts + Transactions,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,179,136,2025-11-02 06:05:16,180,v1.28,
101231,CONS-2025-001231,2025-02-17 14:46:00,2025-02,NextGen,Westpac,Home Loan,Full Banking Data,Retail,Mobile App,Android,Biometric,QR Web-to-App,Y,Y,Completed,Completed,172,160,2025-02-17 14:48:40,180,v1.28,
101232,CONS-2025-001232,2025-11-21 16:47:00,2025-11,Adatree,CBA,Home Loan,Loans + Repayments,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,238,128,2025-11-21 16:49:08,365,v1.28,
101233,CONS-2025-001233,2025-01-29 12:07:00,2025-01,Frollo,ANZ,Transaction Account,Loans + Repayments,Retail,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,129,125,2025-01-29 12:09:05,365,v1.28,
101234,CONS-2025-001234,2025-04-05 03:08:00,2025-04,Frollo,Macquarie,Savings Account,Accounts + Transactions,Retail,Web,Desktop,Biometric,OAuth Redirect,Y,Y,Completed,Completed,198,154,2025-04-05 03:10:34,365,v1.28,
101235,CONS-2025-001235,2025-09-27 03:33:00,2025-09,Adatree,Westpac,Credit Card,Accounts + Transactions,Small Business,Mobile App,Android,Password,QR Web-to-App,Y,Y,Completed,Completed,241,157,2025-09-27 03:35:37,365,v1.28,
101236,CONS-2025-001236,2025-07-09 11:24:00,2025-07,Adatree,CBA,Savings Account,Accounts + Transactions,Small Business,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,166,75,2025-07-09 11:25:15,180,v1.28,
101237,CONS-2025-001237,2025-02-28 02:46:00,2025-02,Regional Australia Bank,NAB,Savings Account,Accounts + Transactions,Small Business,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,206,203,2025-02-28 02:49:23,90,v1.28,
101238,CONS-2025-001238,2025-01-09 16:36:00,2025-01,Basiq,Suncorp Bank,Savings Account,Full Banking Data,Retail,Web,Desktop,Biometric,QR Web-to-App,Y,Y,Completed,Completed,222,162,2025-01-09 16:38:42,365,v1.26,
101239,CONS-2025-001239,2025-02-02 03:10:00,2025-02,Frollo,ING,Personal Loan,Full Banking Data,Retail,Mobile App,Android,Biometric,App-to-App,Y,Y,Completed,Completed,278,165,2025-02-02 03:12:45,365,v1.27,
101240,CONS-2025-001240,2025-04-25 20:49:00,2025-04,NextGen,Westpac,Credit Card,Full Banking Data,Small Business,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,159,121,2025-04-25 20:51:01,365,v1.27,
101241,CONS-2025-001241,2025-10-29 17:20:00,2025-10,illion,ANZ,Home Loan,Accounts + Balances,Retail,Mobile App,Android,Biometric,QR Web-to-App,Y,Y,Completed,Completed,230,203,2025-10-29 17:23:23,365,v1.27,
101242,CONS-2025-001242,2025-07-07 18:35:00,2025-07,Frollo,ANZ,Credit Card,Cards + Transactions,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,251,158,2025-07-07 18:37:38,365,v1.27,
101243,CONS-2025-001243,2025-10-24 16:09:00,2025-10,Regional Australia Bank,CBA,Home Loan,Accounts + Transactions,Retail,Web,Desktop,Password,OAuth Redirect,Y,N,Abandoned,OTP,505,,,180,v1.28,OTP not received
101244,CONS-2025-001244,2025-08-15 01:28:00,2025-08,Frollo,Westpac,Transaction Account,Accounts + Balances,Retail,Web,Desktop,Password,QR Web-to-App,Y,Y,Abandoned,Account Selection,263,,,90,v1.26,User cancelled
101245,CONS-2025-001245,2025-12-05 05:17:00,2025-12,illion,ING,Savings Account,Full Banking Data,Small Business,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,194,111,2025-12-05 05:18:51,365,v1.27,
101246,CONS-2025-001246,2025-08-06 03:21:00,2025-08,Frollo,ANZ,Credit Card,Loans + Repayments,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,93,57,2025-08-06 03:21:57,90,v1.28,
101247,CONS-2025-001247,2025-06-01 05:33:00,2025-06,Finder,Bendigo Bank,Savings Account,Accounts + Transactions,Small Business,Mobile App,iOS,Password,App-to-App,Y,Y,Expired,Consent Review,295,,,365,v1.27,Consent expired
101248,CONS-2025-001248,2025-03-06 23:14:00,2025-03,Frollo,AMP Bank,Credit Card,Accounts + Balances,Small Business,Mobile App,Android,Biometric,OAuth Redirect,Y,Y,Completed,Completed,210,175,2025-03-06 23:16:55,180,v1.27,
101249,CONS-2025-001249,2025-10-11 15:52:00,2025-10,Adatree,Macquarie,Transaction Account,Accounts + Balances,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,183,128,2025-10-11 15:54:08,365,v1.28,
101250,CONS-2025-001250,2025-05-30 18:07:00,2025-05,Frollo,CBA,Savings Account,Accounts + Transactions,High Net Worth,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,272,257,2025-05-30 18:11:17,365,v1.27,
101251,CONS-2025-001251,2025-02-05 11:05:00,2025-02,Adatree,ING,Credit Card,Accounts + Balances,Sole Trader,Third-Party App,Android,Password,App-to-App,Y,Y,Completed,Completed,202,156,2025-02-05 11:07:36,90,v1.28,
101252,CONS-2025-001252,2025-11-20 18:25:00,2025-11,Regional Australia Bank,ANZ,Credit Card,Cards + Transactions,Sole Trader,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,200,171,2025-11-20 18:27:51,365,v1.28,
101253,CONS-2025-001253,2025-08-22 14:24:00,2025-08,Adatree,CBA,Transaction Account,Accounts + Transactions,Retail,Web,Desktop,Biometric,QR Web-to-App,Y,Y,Completed,Completed,206,185,2025-08-22 14:27:05,90,v1.28,
101254,CONS-2025-001254,2025-10-08 04:29:00,2025-10,Frollo,Macquarie,Transaction Account,Full Banking Data,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,145,112,2025-10-08 04:30:52,365,v1.28,
101255,CONS-2025-001255,2025-03-22 02:43:00,2025-03,illion,Westpac,Savings Account,Accounts + Balances,High Net Worth,Mobile App,iOS,Biometric,App-to-App,Y,Y,Completed,Completed,155,137,2025-03-22 02:45:17,180,v1.28,
101256,CONS-2025-001256,2025-09-24 09:39:00,2025-09,Regional Australia Bank,Bendigo Bank,Credit Card,Accounts + Transactions,Retail,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,239,189,2025-09-24 09:42:09,365,v1.28,
101257,CONS-2025-001257,2025-07-22 09:15:00,2025-07,Regional Australia Bank,ANZ,Home Loan,Accounts + Balances,Retail,Mobile App,iOS,Biometric,App-to-App,Y,Y,Completed,Completed,279,173,2025-07-22 09:17:53,90,v1.28,
101258,CONS-2025-001258,2025-02-05 03:40:00,2025-02,illion,Westpac,Credit Card,Full Banking Data,Small Business,Mobile App,Android,Password,App-to-App,Y,N,Abandoned,OTP,256,,,180,v1.27,OTP not received
101259,CONS-2025-001259,2025-10-07 00:38:00,2025-10,Adatree,Suncorp Bank,Savings Account,Accounts + Transactions,Retail,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,267,198,2025-10-07 00:41:18,180,v1.27,
101260,CONS-2025-001260,2025-11-10 05:25:00,2025-11,NextGen,ING,Personal Loan,Cards + Transactions,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,299,194,2025-11-10 05:28:14,180,v1.28,
101261,CONS-2025-001261,2025-03-17 13:30:00,2025-03,Frollo,AMP Bank,Savings Account,Accounts + Balances,Small Business,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,259,248,2025-03-17 13:34:08,90,v1.26,
101262,CONS-2025-001262,2025-06-12 11:58:00,2025-06,Yodlee,AMP Bank,Transaction Account,Accounts + Transactions,Retail,Web,Desktop,Biometric,App-to-App,Y,Y,Completed,Completed,121,79,2025-06-12 11:59:19,90,v1.28,
101263,CONS-2025-001263,2025-01-10 18:03:00,2025-01,Frollo,NAB,Savings Account,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,N,Abandoned,OTP,120,,,180,v1.27,OTP timeout
101264,CONS-2025-001264,2025-11-18 20:10:00,2025-11,Frollo,AMP Bank,Home Loan,Full Banking Data,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,254,187,2025-11-18 20:13:07,365,v1.26,
101265,CONS-2025-001265,2025-12-05 08:26:00,2025-12,Cuscal,ANZ,Transaction Account,Loans + Repayments,Retail,Web,Desktop,Password,App-to-App,Y,Y,Expired,Consent Review,753,,,365,v1.27,Consent expired
101266,CONS-2025-001266,2025-10-05 08:37:00,2025-10,Regional Australia Bank,ING,Home Loan,Cards + Transactions,Retail,Mobile App,Android,Biometric,App-to-App,Y,Y,Completed,Completed,401,317,2025-10-05 08:42:17,365,v1.27,
101267,CONS-2025-001267,2025-09-30 09:18:00,2025-09,Adatree,CBA,Savings Account,Cards + Transactions,Retail,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,325,211,2025-09-30 09:21:31,90,v1.27,
101268,CONS-2025-001268,2025-06-06 09:49:00,2025-06,Basiq,ANZ,Personal Loan,Loans + Repayments,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,246,230,2025-06-06 09:52:50,90,v1.27,
101269,CONS-2025-001269,2025-07-06 01:02:00,2025-07,Ezidox,NAB,Transaction Account,Accounts + Balances,Retail,Mobile App,iOS,Biometric,App-to-App,Y,Y,Completed,Completed,288,218,2025-07-06 01:05:38,180,v1.27,
101270,CONS-2025-001270,2025-01-09 16:16:00,2025-01,Regional Australia Bank,Bank Australia,Credit Card,Accounts + Balances,Retail,Web,Desktop,Biometric,App-to-App,Y,N,Abandoned,OTP,436,,,365,v1.27,OTP timeout
101271,CONS-2025-001271,2025-08-05 20:19:00,2025-08,illion,Westpac,Home Loan,Accounts + Balances,Retail,Third-Party App,iOS,Password,OAuth Redirect,Y,Y,Abandoned,Account Selection,547,,,90,v1.27,User cancelled
101272,CONS-2025-001272,2025-10-17 14:32:00,2025-10,illion,NAB,Savings Account,Loans + Repayments,Retail,Third-Party App,iOS,Password,App-to-App,Y,Y,Completed,Completed,293,195,2025-10-17 14:35:15,365,v1.28,
101273,CONS-2025-001273,2025-06-10 22:48:00,2025-06,Intuit,CBA,Home Loan,Cards + Transactions,Sole Trader,Mobile App,Android,Biometric,OAuth Redirect,Y,N,Abandoned,OTP,799,,,90,v1.28,OTP not received
101274,CONS-2025-001274,2025-11-27 00:15:00,2025-11,Frollo,CBA,Credit Card,Accounts + Balances,Retail,Mobile App,iOS,Password,QR Web-to-App,Y,Y,Completed,Completed,257,235,2025-11-27 00:18:55,365,v1.27,
101275,CONS-2025-001275,2025-04-30 21:11:00,2025-04,Intuit,CBA,Transaction Account,Full Banking Data,Small Business,Web,Desktop,Biometric,OAuth Redirect,Y,N,Abandoned,OTP,451,,,365,v1.28,OTP incorrect
101276,CONS-2025-001276,2025-01-08 07:48:00,2025-01,Basiq,Bank Australia,Personal Loan,Accounts + Transactions,Retail,Mobile App,Android,Biometric,App-to-App,Y,Y,Completed,Completed,204,204,2025-01-08 07:51:24,180,v1.26,
101277,CONS-2025-001277,2025-03-14 20:41:00,2025-03,Basiq,CBA,Savings Account,Cards + Transactions,Retail,Mobile App,Android,Biometric,App-to-App,Y,Y,Abandoned,Consent Confirmation,311,,,90,v1.26,User cancelled
101278,CONS-2025-001278,2025-04-07 08:23:00,2025-04,Cuscal,ANZ,Home Loan,Accounts + Transactions,Small Business,Mobile App,iOS,Password,App-to-App,Y,N,Abandoned,OTP,256,,,365,v1.27,OTP timeout
101279,CONS-2025-001279,2025-10-23 15:53:00,2025-10,Basiq,Suncorp Bank,Home Loan,Accounts + Transactions,Small Business,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,184,151,2025-10-23 15:55:31,365,v1.28,
101280,CONS-2025-001280,2025-10-22 16:24:00,2025-10,NextGen,CBA,Transaction Account,Loans + Repayments,Retail,Mobile App,iOS,Biometric,App-to-App,Y,Y,Abandoned,Consent Confirmation,288,,,90,v1.27,Session timeout
101281,CONS-2025-001281,2025-04-02 16:12:00,2025-04,Cuscal,Westpac,Savings Account,Accounts + Balances,Retail,Mobile App,Android,Biometric,OAuth Redirect,Y,Y,Completed,Completed,226,164,2025-04-02 16:14:44,90,v1.27,
101282,CONS-2025-001282,2025-02-15 09:10:00,2025-02,Frollo,CBA,Home Loan,Accounts + Transactions,Retail,Mobile App,Android,Biometric,OAuth Redirect,Y,Y,Completed,Completed,266,150,2025-02-15 09:12:30,365,v1.27,
101283,CONS-2025-001283,2025-03-10 09:56:00,2025-03,Basiq,NAB,Transaction Account,Accounts + Balances,Retail,Mobile App,iOS,Biometric,App-to-App,Y,Y,Completed,Completed,177,171,2025-03-10 09:58:51,180,v1.26,
101284,CONS-2025-001284,2025-10-15 11:15:00,2025-10,Frollo,Bank Australia,Credit Card,Accounts + Transactions,Sole Trader,Third-Party App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,289,187,2025-10-15 11:18:07,180,v1.26,
101285,CONS-2025-001285,2025-07-21 23:47:00,2025-07,Frollo,Bendigo Bank,Transaction Account,Accounts + Balances,Small Business,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,216,112,2025-07-21 23:48:52,365,v1.28,
101286,CONS-2025-001286,2025-03-27 20:07:00,2025-03,Frollo,Bank Australia,Savings Account,Full Banking Data,Small Business,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,246,205,2025-03-27 20:10:25,90,v1.28,
101287,CONS-2025-001287,2025-03-10 05:07:00,2025-03,Basiq,ING,Transaction Account,Accounts + Transactions,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,101,98,2025-03-10 05:08:38,180,v1.26,
101288,CONS-2025-001288,2025-09-29 19:11:00,2025-09,Cuscal,NAB,Home Loan,Accounts + Transactions,Retail,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,121,74,2025-09-29 19:12:14,365,v1.27,
101289,CONS-2025-001289,2025-12-15 20:24:00,2025-12,Basiq,NAB,Home Loan,Accounts + Transactions,Small Business,Mobile App,iOS,Password,QR Web-to-App,Y,Y,Completed,Completed,139,92,2025-12-15 20:25:32,365,v1.26,
101290,CONS-2025-001290,2025-09-08 06:18:00,2025-09,Intuit,NAB,Home Loan,Accounts + Transactions,Small Business,Mobile App,Android,Biometric,OAuth Redirect,Y,N,Abandoned,OTP,374,,,365,v1.27,OTP timeout
101291,CONS-2025-001291,2025-10-14 23:03:00,2025-10,illion,Suncorp Bank,Savings Account,Accounts + Balances,Retail,Third-Party App,Android,Biometric,OAuth Redirect,Y,Y,Abandoned,Account Selection,643,,,365,v1.28,User cancelled
101292,CONS-2025-001292,2025-02-14 01:39:00,2025-02,Adatree,Westpac,Savings Account,Accounts + Balances,Retail,Web,Desktop,Biometric,OAuth Redirect,Y,Y,Completed,Completed,298,276,2025-02-14 01:43:36,180,v1.27,
101293,CONS-2025-001293,2025-08-26 18:26:00,2025-08,Adatree,Macquarie,Transaction Account,Accounts + Balances,Retail,Web,Desktop,Biometric,QR Web-to-App,Y,Y,Completed,Completed,207,97,2025-08-26 18:27:37,180,v1.27,
